Neighbourhood,City,Property_Type,Room_Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Guests_Included,Extra_People,Minimum_Nights,Maximum_Nights
Outer Mission,San Francisco,House,Private room,2,1,1,1,87,2,100,1,1125
Outer Mission,San Francisco,Apartment,Private room,2,1,1,1,60,1,0,1,4
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,1,1,150,1,0,2,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,0,1,106,1,0,2,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,0,1,130,1,0,1,4
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,0,1,120,1,0,1,1125
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,88,1,38,1,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,0,1,119,1,0,1,21
Inner Sunset,San Francisco,House,Private room,2,1,1,1,140,1,0,1,1125
Inner Sunset,San Francisco,Bed & Breakfast,Private room,6,1,1,3,88,2,20,1,10
Inner Sunset,San Francisco,House,Private room,4,1,1,2,115,2,30,1,1125
Inner Sunset,San Francisco,House,Private room,2,1,1,2,126,2,0,2,14
Treasure Island/YBI,San Francisco,House,Private room,2,1,1,1,60,1,20,1,10
Treasure Island/YBI,San Francisco,Townhouse,Private room,2,1.5,1,1,85,1,35,3,1125
Outer Richmond,San Francisco,House,Entire home/apt,6,2,3,3,520,1,0,1,90
Outer Richmond,San Francisco,House,Entire home/apt,6,2.5,3,3,320,1,0,3,27
Outer Richmond,San Francisco,Condominium,Entire home/apt,2,1,1,1,105,2,0,2,14
Outer Richmond,San Francisco,House,Private room,2,1,1,1,79,2,0,1,7
Outer Richmond,San Francisco,House,Entire home/apt,6,2.5,3,5,350,1,0,3,1125
Outer Richmond,San Francisco,House,Private room,2,1,1,1,100,2,25,2,1125
Outer Richmond,San Francisco,House,Private room,3,1,1,2,125,1,0,1,5
Outer Richmond,San Francisco,Apartment,Entire home/apt,4,1,1,3,145,1,0,2,1125
Outer Richmond,San Francisco,Apartment,Entire home/apt,8,1,2,5,182,4,25,2,364
Crocker Amazon,San Francisco,House,Private room,2,1,1,1,109,1,0,2,1125
Excelsior,San Francisco,Apartment,Entire home/apt,6,1,2,4,139,3,12,2,28
Excelsior,San Francisco,House,Private room,2,1,1,1,76,1,20,1,1125
Russian Hill,San Francisco,Apartment,Entire home/apt,4,1,1,2,135,2,25,30,365
Noe Valley,San Francisco,Condominium,Entire home/apt,6,1,3,6,340,4,50,27,1125
Noe Valley,San Francisco,Apartment,Entire home/apt,2,1,1,1,140,1,0,3,1125
Noe Valley,San Francisco,House,Entire home/apt,4,1,2,3,390,5,0,1,27
Noe Valley,San Francisco,House,Entire home/apt,5,2,2,2,320,4,30,2,180
Noe Valley,San Francisco,Apartment,Entire home/apt,4,1,2,2,185,1,0,3,1125
Noe Valley,San Francisco,House,Entire home/apt,8,2,3,4,299,4,50,3,90
Noe Valley,San Francisco,House,Private room,2,1,1,1,125,1,0,2,1125
Noe Valley,San Francisco,House,Entire home/apt,6,2,3,3,500,3,150,3,1125
Noe Valley,San Francisco,House,Entire home/apt,5,1,2,3,265,3,20,3,90
Noe Valley,San Francisco,House,Entire home/apt,6,1.5,3,3,350,1,0,3,1125
Noe Valley,San Francisco,House,Private room,2,1,1,1,150,2,50,1,1125
Noe Valley,San Francisco,Condominium,Entire home/apt,2,1,1,1,140,1,0,2,1125
Noe Valley,San Francisco,Apartment,Private room,2,1,1,1,100,1,0,1,1125
Noe Valley,San Francisco,Apartment,Private room,2,1,1,1,108,1,35,3,1125
Noe Valley,San Francisco,House,Entire home/apt,5,2,3,3,250,2,50,3,14
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,0,1,166,1,0,1,365
Downtown/Civic Center,San Francisco,Dorm,Private room,2,1,1,1,110,1,0,1,21
Downtown/Civic Center,San Francisco,Bed & Breakfast,Private room,2,1,1,1,460,1,0,7,7
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,100,1,0,1,1125
Downtown/Civic Center,San Francisco,Apartment,Private room,1,1,1,1,120,1,0,2,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,1,1,0,1,79,1,0,10,14
Downtown/Civic Center,San Francisco,Condominium,Entire home/apt,6,2,2,3,350,4,50,1,7
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,1,0,2,195,1,0,1,1125
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,90,1,35,1,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,1,1,2,800,1,0,2,3
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,3,1,0,1,150,1,0,3,14
Downtown/Civic Center,San Francisco,Other,Private room,2,8,0,1,70,1,0,1,21
Downtown/Civic Center,San Francisco,Boutique hotel,Private room,1,2,0,1,65,1,50,1,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,3,1,0,2,268,1,0,1,1125
Russian Hill,San Francisco,Apartment,Entire home/apt,3,1,1,2,110,1,0,30,1125
Russian Hill,San Francisco,Apartment,Entire home/apt,7,2,3,4,545,3,25,3,12
Russian Hill,San Francisco,Apartment,Entire home/apt,4,1,1,2,150,1,0,6,1125
Excelsior,San Francisco,House,Entire home/apt,5,2,3,3,249,5,50,3,30
Parkside,San Francisco,House,Shared room,3,4,1,4,34,1,35,30,1125
Parkside,San Francisco,House,Private room,2,1,1,1,85,3,0,2,1125
Parkside,San Francisco,House,Entire home/apt,2,1,0,1,81,1,0,1,1125
Parkside,San Francisco,House,Entire home/apt,2,1,0,1,179,1,0,4,30
Financial District,San Francisco,Dorm,Shared room,4,,1,1,45,1,45,1,14
Financial District,San Francisco,Dorm,Shared room,4,2,1,1,45,1,45,1,1125
Ocean View,San Francisco,House,Private room,2,1,1,1,57,1,0,2,1125
Ocean View,San Francisco,Apartment,Entire home/apt,5,1,2,2,165,1,20,2,21
Ocean View,San Francisco,House,Private room,1,1,1,1,60,1,0,2,14
Ocean View,San Francisco,House,Entire home/apt,4,1,1,1,120,1,0,3,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,110,1,20,2,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,195,1,0,2,1125
Mission,San Francisco,House,Private room,2,1,1,1,95,1,0,1,1125
Mission,San Francisco,Apartment,Private room,2,1.5,1,1,95,1,25,1,1125
Mission,San Francisco,Condominium,Entire home/apt,4,1,2,2,180,2,50,6,15
Mission,San Francisco,Apartment,Entire home/apt,2,2,2,2,349,1,0,2,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,80,1,0,2,1125
Mission,San Francisco,Apartment,Private room,3,1.5,1,1,133,2,75,2,4
Mission,San Francisco,Apartment,Entire home/apt,4,2,2,2,250,1,0,3,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,109,1,0,1,15
Mission,San Francisco,Apartment,Entire home/apt,2,1,0,1,135,1,25,30,1125
Mission,San Francisco,Apartment,Entire home/apt,4,2,2,2,250,4,0,2,30
Mission,San Francisco,Apartment,Private room,2,1,1,1,95,1,25,4,1125
Mission,San Francisco,Loft,Entire home/apt,3,1.5,1,2,215,1,0,1,2
Mission,San Francisco,Apartment,Entire home/apt,2,1,1,2,100,2,50,30,1125
Mission,San Francisco,Loft,Entire home/apt,4,2,1,1,300,4,0,2,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,120,1,0,2,1125
Mission,San Francisco,Apartment,Private room,1,1,1,1,90,1,0,1,1125
Mission,San Francisco,Apartment,Entire home/apt,2,1,1,1,200,1,0,3,1125
Mission,San Francisco,House,Private room,1,1,1,1,80,1,30,2,1125
Mission,San Francisco,Apartment,Entire home/apt,6,2,3,4,450,4,0,4,365
Mission,San Francisco,House,Entire home/apt,5,1,2,2,180,1,0,1,1125
West of Twin Peaks,San Francisco,Apartment,Entire home/apt,4,1,1,2,265,4,25,2,29
West of Twin Peaks,San Francisco,House,Entire home/apt,7,2,3,7,325,1,0,7,14
West of Twin Peaks,San Francisco,House,Private room,3,1,1,2,120,2,25,1,1125
West of Twin Peaks,San Francisco,House,Entire home/apt,7,2,3,3,450,6,25,2,1125
West of Twin Peaks,San Francisco,House,Private room,2,1,1,1,90,1,25,2,20
West of Twin Peaks,San Francisco,House,Private room,2,1,1,2,55,3,10,1,14
Inner Richmond,San Francisco,Apartment,Entire home/apt,4,1,1,1,160,2,10,2,1125
Inner Richmond,San Francisco,Apartment,Entire home/apt,2,1,1,1,140,1,0,7,29
Mission,San Francisco,Apartment,Private room,2,1,1,1,120,1,0,1,1125
Mission,San Francisco,House,Entire home/apt,4,2,2,2,300,2,15,2,7
Mission,San Francisco,Apartment,Entire home/apt,2,1,1,1,215,1,0,3,4
Mission,San Francisco,Apartment,Private room,2,2,1,1,150,2,25,2,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,69,1,20,1,1125
Mission,San Francisco,Apartment,Private room,2,,1,1,110,1,10,1,1125
Mission,San Francisco,House,Entire home/apt,4,1,1,3,175,2,30,3,1125
Mission,San Francisco,Condominium,Entire home/apt,4,2,2,2,300,1,0,7,1125
Mission,San Francisco,House,Entire home/apt,6,1,2,3,250,4,45,3,30
Mission,San Francisco,Apartment,Private room,2,1,1,1,95,1,25,1,21
Mission,San Francisco,Apartment,Private room,2,2,1,1,135,1,25,2,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,110,1,10,1,240
Mission,San Francisco,Apartment,Entire home/apt,4,2.5,3,3,350,3,50,2,28
Mission,San Francisco,Apartment,Private room,2,1,1,1,65,1,25,2,1125
Mission,San Francisco,Condominium,Entire home/apt,6,2,2,3,375,1,0,2,1125
Mission,San Francisco,Apartment,Entire home/apt,5,2,3,3,450,4,0,6,29
Mission,San Francisco,House,Private room,1,1,1,1,200,1,25,2,4
Mission,San Francisco,Apartment,Entire home/apt,3,1,2,2,190,3,50,4,35
Mission,San Francisco,Apartment,Private room,1,1.5,1,1,45,1,0,1,1125
Mission,San Francisco,Apartment,Entire home/apt,2,1,1,1,170,1,0,3,28
Mission,San Francisco,House,Private room,2,1,1,1,65,1,25,1,180
Mission,San Francisco,Apartment,Entire home/apt,4,1,2,2,165,2,25,2,30
Mission,San Francisco,Apartment,Entire home/apt,3,1.5,1,1,140,1,0,2,1125
Mission,San Francisco,House,Private room,4,1,1,1,115,2,5,2,1125
Mission,San Francisco,House,Private room,4,3.5,1,1,84,2,45,30,1125
Mission,San Francisco,Apartment,Entire home/apt,2,1,0,2,175,2,25,2,30
Inner Richmond,San Francisco,Apartment,Private room,2,1,1,1,70,1,20,1,1125
Inner Richmond,San Francisco,Apartment,Private room,1,1,1,1,65,1,30,1,1125
Inner Richmond,San Francisco,Condominium,Entire home/apt,2,1,1,1,150,1,0,2,1125
Inner Richmond,San Francisco,House,Private room,2,1,1,1,125,2,25,2,28
Inner Richmond,San Francisco,Condominium,Entire home/apt,5,1.5,2,2,300,1,0,2,14
Inner Richmond,San Francisco,Apartment,Entire home/apt,2,1,1,1,175,1,0,4,14
Marina,San Francisco,Apartment,Private room,2,1.5,1,1,100,1,49,1,1125
Marina,San Francisco,Apartment,Entire home/apt,4,1,2,2,179,4,25,2,1125
Marina,San Francisco,Apartment,Entire home/apt,2,1,0,1,180,2,50,3,30
Marina,San Francisco,Apartment,Entire home/apt,2,2,1,1,249,1,0,2,1125
Marina,San Francisco,House,Entire home/apt,8,3.5,4,6,949,1,0,4,30
Marina,San Francisco,Apartment,Entire home/apt,5,1,3,3,196,2,25,3,30
Marina,San Francisco,Apartment,Entire home/apt,2,1,1,1,250,1,0,1,1125
Marina,San Francisco,Apartment,Entire home/apt,2,1,1,1,175,2,15,1,1125
Marina,San Francisco,House,Entire home/apt,2,1,0,1,199,1,10,1,1125
Bayview,San Francisco,House,Private room,2,1,1,1,100,1,0,1,1125
South of Market,San Francisco,Condominium,Entire home/apt,2,1,2,2,249,1,0,5,1125
South of Market,San Francisco,Apartment,Entire home/apt,2,1,0,1,125,1,0,1,1125
South of Market,San Francisco,Apartment,Private room,2,1,1,1,140,1,0,2,7
South of Market,San Francisco,Apartment,Entire home/apt,1,1,1,2,100,1,50,4,25
South of Market,San Francisco,Apartment,Private room,2,1,1,1,78,1,0,1,1125
South of Market,San Francisco,Apartment,Private room,2,1,1,1,128,2,0,2,365
South of Market,San Francisco,Apartment,Shared room,2,2,1,1,50,1,40,30,1125
South of Market,San Francisco,Loft,Entire home/apt,2,2,1,1,199,2,20,2,90
South of Market,San Francisco,House,Private room,2,1,1,1,60,1,15,1,1125
South of Market,San Francisco,Loft,Entire home/apt,15,1,1,1,975,3,0,1,25
South of Market,San Francisco,Apartment,Entire home/apt,2,1,0,1,95,1,0,2,1125
South of Market,San Francisco,Apartment,Entire home/apt,4,1,1,2,300,1,0,2,1125
South of Market,San Francisco,Apartment,Private room,2,1,1,1,119,1,0,2,1125
South of Market,San Francisco,Apartment,Private room,2,1,1,1,149,1,0,1,1125
South of Market,San Francisco,Apartment,Entire home/apt,2,1,1,1,189,1,0,3,10
Potrero Hill,San Francisco,Condominium,Entire home/apt,4,2,2,4,300,1,0,5,1125
Potrero Hill,San Francisco,Apartment,Entire home/apt,6,1,1,1,157,2,50,1,999
Potrero Hill,San Francisco,House,Entire home/apt,6,1,3,3,500,6,100,2,1125
Potrero Hill,San Francisco,Apartment,Private room,2,2,1,1,70,1,0,5,60
Potrero Hill,San Francisco,House,Private room,2,1,1,1,110,1,0,1,11
Potrero Hill,San Francisco,Condominium,Private room,2,1.5,1,1,200,1,0,1,1125
Potrero Hill,San Francisco,Apartment,Entire home/apt,2,1,0,1,125,1,0,3,14
Potrero Hill,San Francisco,Apartment,Entire home/apt,2,1,1,1,185,2,25,29,1125
Potrero Hill,San Francisco,Condominium,Entire home/apt,3,1,0,1,179,2,300,30,360
Potrero Hill,San Francisco,House,Private room,1,1,1,1,89,1,0,2,14
Castro/Upper Market,San Francisco,House,Private room,4,1,1,1,150,3,50,2,5
Castro/Upper Market,San Francisco,Apartment,Private room,2,1,1,1,135,2,0,2,60
Castro/Upper Market,San Francisco,House,Entire home/apt,2,1,1,1,250,1,0,3,21
Castro/Upper Market,San Francisco,Apartment,Private room,2,1.5,1,1,89,1,20,2,90
Bayview,San Francisco,House,Entire home/apt,3,1,0,1,99,1,0,3,21
Bayview,San Francisco,House,Entire home/apt,5,1,1,3,184,1,10,1,1125
Bayview,San Francisco,House,Entire home/apt,4,1,0,2,99,2,10,2,21
Bayview,San Francisco,Condominium,Entire home/apt,8,2,2,5,280,4,25,1,27
Pacific Heights,San Francisco,Apartment,Entire home/apt,1,1,1,1,300,1,0,3,28
Pacific Heights,San Francisco,Apartment,Entire home/apt,5,1.5,2,2,250,1,0,4,1125
Pacific Heights,San Francisco,House,Private room,2,1,1,1,199,1,0,1,1125
Pacific Heights,San Francisco,Apartment,Entire home/apt,2,1,1,2,250,1,0,1,1125
Pacific Heights,San Francisco,House,Entire home/apt,6,2.5,3,3,498,1,0,7,365
Pacific Heights,San Francisco,Apartment,Entire home/apt,4,1,1,2,240,2,0,30,365
Presidio Heights,San Francisco,Apartment,Entire home/apt,4,1,2,2,115,1,0,4,10
South of Market,San Francisco,House,Private room,2,1,1,1,100,1,50,1,10
South of Market,San Francisco,Apartment,Entire home/apt,6,2,2,2,500,4,40,2,1125
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,3,1,1,2,109,1,0,2,29
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,2,1,1,1,500,1,0,2,7
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,3,1,1,1,169,1,0,2,1125
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,3,1,0,2,220,1,0,3,1125
Castro/Upper Market,San Francisco,Apartment,Private room,2,1.5,1,1,106,1,20,2,1125
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,6,2,3,3,450,1,0,3,16
Castro/Upper Market,San Francisco,Apartment,Private room,2,1.5,1,1,125,1,35,2,33
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,3,1,0,2,165,2,15,3,1125
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,2,1.5,2,1,250,2,0,2,10
Castro/Upper Market,San Francisco,Other,Entire home/apt,6,1,3,3,400,1,0,2,1125
Castro/Upper Market,San Francisco,House,Entire home/apt,6,2,3,3,425,1,0,3,90
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,3,1,1,2,150,1,0,3,1125
Castro/Upper Market,San Francisco,Loft,Entire home/apt,5,1,1,3,175,2,15,3,60
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,3,1,2,2,152,1,0,1,1125
Castro/Upper Market,San Francisco,Townhouse,Entire home/apt,5,2.5,3,3,350,1,0,3,1125
Castro/Upper Market,San Francisco,Condominium,Entire home/apt,4,1.5,2,2,395,1,0,3,1125
Twin Peaks,San Francisco,House,Private room,2,1,1,1,128,1,0,2,30
Twin Peaks,San Francisco,House,Private room,2,1,1,2,125,1,0,3,1125
Twin Peaks,San Francisco,Apartment,Entire home/apt,4,1,1,2,115,2,30,2,1125
Twin Peaks,San Francisco,Apartment,Entire home/apt,2,1,1,1,90,1,0,4,1125
Twin Peaks,San Francisco,House,Entire home/apt,8,3,5,5,595,1,0,2,1125
Twin Peaks,San Francisco,House,Entire home/apt,6,2,3,3,475,6,20,2,30
Nob Hill,San Francisco,Apartment,Entire home/apt,3,1,1,2,175,1,0,2,1125
Nob Hill,San Francisco,Apartment,Entire home/apt,2,1,1,2,150,1,20,3,1125
Outer Sunset,San Francisco,House,Private room,2,1,1,1,100,2,20,1,3
Outer Sunset,San Francisco,House,Private room,2,1,1,1,480,1,0,1,1125
Outer Sunset,San Francisco,House,Entire home/apt,4,1,2,3,295,3,50,1,1125
Outer Sunset,San Francisco,House,Private room,3,1,1,1,85,1,20,1,1125
Outer Sunset,San Francisco,Apartment,Entire home/apt,6,1,2,3,295,4,25,2,1125
Outer Sunset,San Francisco,House,Entire home/apt,6,1,3,4,320,4,25,2,60
Outer Sunset,San Francisco,Apartment,Private room,2,1,1,1,80,1,0,1,1125
Outer Sunset,San Francisco,Apartment,Entire home/apt,2,1,0,1,120,2,15,5,90
Western Addition,San Francisco,Condominium,Private room,2,3,1,1,125,1,10,2,180
Western Addition,San Francisco,Apartment,Entire home/apt,2,1,1,1,200,1,32,3,7
Western Addition,San Francisco,House,Entire home/apt,8,2.5,3,3,500,1,0,7,14
Western Addition,San Francisco,Apartment,Entire home/apt,4,1,2,2,200,1,0,1,1125
Western Addition,San Francisco,Apartment,Entire home/apt,4,1,2,2,200,3,25,7,1125
Western Addition,San Francisco,Apartment,Entire home/apt,6,2,3,3,425,6,25,3,28
Western Addition,San Francisco,House,Entire home/apt,6,2.5,3,3,450,5,50,1,1125
Western Addition,San Francisco,Townhouse,Private room,4,1,1,1,100,1,0,1,1125
Western Addition,San Francisco,Apartment,Private room,2,1.5,1,1,140,1,25,3,1125
Western Addition,San Francisco,Apartment,Entire home/apt,6,2,3,3,440,1,0,5,1125
Western Addition,San Francisco,House,Entire home/apt,4,2,2,2,395,2,25,3,45
Western Addition,San Francisco,Apartment,Private room,2,1,1,1,150,1,0,3,14
Western Addition,San Francisco,Apartment,Entire home/apt,2,1,1,1,95,1,0,1,365
Western Addition,San Francisco,Apartment,Entire home/apt,2,1,1,1,145,2,45,1,1125
Golden Gate Park,San Francisco,Apartment,Entire home/apt,2,1,1,1,140,2,15,2,29
Golden Gate Park,San Francisco,Condominium,Entire home/apt,4,2,2,2,190,4,10,31,360
Haight Ashbury,San Francisco,Apartment,Entire home/apt,4,1,2,2,290,1,0,2,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,6,1,2,3,650,1,0,1,1125
Haight Ashbury,San Francisco,Apartment,Private room,4,1.5,2,2,325,1,0,1,26
Haight Ashbury,San Francisco,Apartment,Private room,2,1,1,1,95,1,0,1,30
Haight Ashbury,San Francisco,Apartment,Private room,1,1,1,1,124,1,0,2,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,4,1,1,1,150,4,35,2,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,6,1,3,3,210,4,50,2,1125
Haight Ashbury,San Francisco,Bed & Breakfast,Shared room,1,5,1,6,63,1,0,1,20
Haight Ashbury,San Francisco,House,Entire home/apt,2,1,1,1,210,1,0,2,28
Haight Ashbury,San Francisco,Apartment,Private room,2,1,1,1,150,1,0,1,1125
Haight Ashbury,San Francisco,Apartment,Private room,2,1,1,1,109,1,0,2,28
Haight Ashbury,San Francisco,Bungalow,Entire home/apt,2,1,0,1,160,1,0,3,29
Bernal Heights,San Francisco,House,Private room,2,1,1,1,135,2,0,2,10
Bernal Heights,San Francisco,House,Entire home/apt,2,1,0,2,220,2,25,3,1125
Bernal Heights,San Francisco,House,Entire home/apt,6,2,3,4,260,1,0,7,40
Bernal Heights,San Francisco,House,Private room,2,1,1,1,118,1,0,2,14
Bernal Heights,San Francisco,House,Entire home/apt,7,2,3,4,300,4,10,4,29
Bernal Heights,San Francisco,House,Entire home/apt,5,1,2,2,212,4,25,3,540
Bernal Heights,San Francisco,House,Entire home/apt,7,2,3,3,264,1,0,6,40
Bernal Heights,San Francisco,Apartment,Private room,2,1,1,1,100,1,0,2,1125
Bernal Heights,San Francisco,House,Entire home/apt,8,2.5,4,5,500,7,50,3,60
Bernal Heights,San Francisco,House,Private room,3,1,1,2,100,1,0,1,1125
Bernal Heights,San Francisco,Condominium,Private room,2,1,1,1,79,1,0,1,1125
Bernal Heights,San Francisco,Apartment,Entire home/apt,2,1,1,1,110,1,0,1,1125
Bernal Heights,San Francisco,House,Entire home/apt,5,2,3,3,200,4,25,2,1125
Bernal Heights,San Francisco,House,Entire home/apt,6,2,3,3,199,1,0,4,1125
Bernal Heights,San Francisco,Apartment,Private room,2,1.5,1,1,90,1,20,3,21
Bernal Heights,San Francisco,Apartment,Private room,2,2,1,1,45,1,0,2,30
Chinatown,San Francisco,Apartment,Private room,4,1,1,1,300,1,0,1,1125
Haight Ashbury,San Francisco,Apartment,Private room,1,2,1,1,164,1,0,1,1125
Haight Ashbury,San Francisco,Bed & Breakfast,Shared room,1,1,1,1,66,1,0,1,14
Haight Ashbury,San Francisco,House,Entire home/apt,4,1,2,2,389,4,0,2,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,3,1,0,2,160,1,0,2,1125
Outer Mission,San Francisco,Apartment,Private room,1,1,1,1,250,1,0,1,1125
Outer Mission,San Francisco,House,Private room,2,1,1,1,69,2,0,2,1125
Outer Mission,San Francisco,House,Private room,2,1,1,1,100,1,0,1,1125
Outer Mission,San Francisco,House,Entire home/apt,4,1,2,2,160,2,0,2,29
Outer Mission,San Francisco,House,Entire home/apt,6,3.5,3,3,600,1,0,2,7
Outer Mission,San Francisco,Other,Entire home/apt,2,1,1,1,112,2,15,2,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,0,1,99,1,25,2,1125
Downtown/Civic Center,San Francisco,Condominium,Entire home/apt,4,1,1,2,373,1,0,3,7
Downtown/Civic Center,San Francisco,Dorm,Private room,2,0,0,1,70,1,0,1,21
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,1,1,2,270,1,0,3,3
Downtown/Civic Center,San Francisco,Boutique hotel,Private room,2,1,0,1,75,1,0,1,21
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,1,1,185,2,65,1,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,3,1,0,2,99,1,0,3,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,0.5,0,1,95,1,0,7,28
Western Addition,San Francisco,House,Private room,1,1,1,1,120,1,100,1,30
